Gene ID	Gene Name	Design Element	'heat-killed Escherichia coli' vs 'none' in 'normal'.foldChange	'heat-killed Escherichia coli' vs 'none' in 'normal'.pValue	'heat-killed Escherichia coli' vs 'none' in 'normal'.tStat	'heat-killed Escherichia coli' vs 'none' in 'ulcerative colitis'.foldChange	'heat-killed Escherichia coli' vs 'none' in 'ulcerative colitis'.pValue	'heat-killed Escherichia coli' vs 'none' in 'ulcerative colitis'.tStat	'ulcerative colitis' vs 'normal' in 'heat-killed Escherichia coli'.foldChange	'ulcerative colitis' vs 'normal' in 'heat-killed Escherichia coli'.pValue	'ulcerative colitis' vs 'normal' in 'heat-killed Escherichia coli'.tStat	'ulcerative colitis' vs 'normal' in 'none'.foldChange	'ulcerative colitis' vs 'normal' in 'none'.pValue	'ulcerative colitis' vs 'normal' in 'none'.tStat
ENSG00000223546	LINC00630	1559510_at	0.6	0.005009743	4.111806189	-0.4	0.054733585	-2.153897872	-0.5	0.998683232	-1.903468433			
ENSG00000223547	ZNF844	228346_at	-0.6	0.003578982	-4.332762167	-1.4	9.13E-12	-10.29432919	-0.4	0.998683232	-1.764635136			
ENSG00000223561	ENSG00000223561	236977_at	0.3	0.161682987	1.855912917	0.3	0.004831326	3.227109165						
ENSG00000223573	TINCR	244374_at	0.4	0.017150111	3.321390851	0.5	1.13E-07	6.935680737	0.1	0.998683232	0.813648127			
ENSG00000223587	LINC01986	1563188_at				0.1	0.306669957	1.144343306	0.2	0.998683232	1.481345943			
ENSG00000223609	HBD	206834_at	-0.1	0.913903014	-0.165606912	0.1	0.859647343	0.206846511	0.5	0.998683232	1.032356922	0.4	0.84517838	0.995836612
ENSG00000223631	LINC01120	240546_at				0.1	0.136473312	1.6628747						
ENSG00000223635	ENSG00000223635	240648_at	-0.1	0.718164085	-0.524340475	0.3	0.001471117	3.688559676	0.1	0.998683232	0.592663277			
ENSG00000223646	ENSG00000223646	1561550_at	0.1	0.763390939	0.442120157	0.1	0.193230902	1.452718452	-0.1	0.998683232	-1.294193353			
ENSG00000223652	ENSG00000223652	232374_s_at	0.1	0.423416125	1.088634023	0.3	3.68E-05	5.00226	-0.1	0.998683232	-0.592912704			
ENSG00000223658	C1GALT1C1L	241710_at							-0.1	0.998683232	-0.86786221			
ENSG00000223677	OR2AD1P	234371_at	-0.1	0.617229078	-0.705470202	0.2	0.020946478	2.606840965	0.2	0.998683232	1.404423287			
ENSG00000223711	ENSG00000223711	241235_at	1.4	2.12E-04	6.459356861	1.1	7.21E-09	7.869400876	-0.3	0.998683232	-1.132276075			
ENSG00000223715	LINC01208	243994_at	0.1	0.692323468	0.570204023	0.3	0.00505967	3.208044089	0.1	0.998683232	0.509909389			
ENSG00000223745	CCDC18-AS1	227074_at	-0.4	0.059537563	-2.533033871	-0.5	0.013776446	-2.790241352	0.2	0.998683232	0.736614474			
ENSG00000223749	MIR503HG	229784_at	-0.1	0.67155199	-0.607550376	-0.1	0.436840514	-0.876652721						
ENSG00000223750	SIRPB3P	217376_at				0.2	0.036637154	2.349472325	0.1	0.998683232	0.60265223			
ENSG00000223760	MED15P9	1561433_at	-0.1	0.851466516	-0.280536853									
ENSG00000223764	LINC02593	1555979_at	0.2	0.156283649	1.881445181	0.7	1.12E-07	6.937835548	0.2	0.998683232	1.140875796			
ENSG00000223768	LINC00205	226995_at	-2.1	1.20E-06	-12.55432822	-1.6	2.26E-15	-13.88808296	0.5	0.988244755	2.569535047			
ENSG00000223773	CD99P1	232172_at	-0.6	0.102428131	-2.173615828	-0.5	0.009457531	-2.94967924	0.1	0.998683232	0.219434117	-0.1	0.985005991	-0.224927327
ENSG00000223776	LGALS8-AS1	234611_at							-0.2	0.998683232	-0.9002776			
ENSG00000223784	LINP1	235921_at	0.1	0.556608688	0.817264305	0.2	0.001049065	3.815516315	0.1	0.998683232	0.844542474			
ENSG00000223797	ENTPD3-AS1	1556558_s_at	-1.2	3.51E-04	-6.036497269	-1.1	1.58E-09	-8.394597552	0.2	0.998683232	0.648312954			
ENSG00000223799	IL10RB-DT	230631_s_at	-0.1	0.554540791	-0.821298468	-0.1	0.199101141	-1.434114784	0.1	0.998683232	0.501943445			
ENSG00000223802	CERS1	229448_at	-0.1	0.578562335	-0.776691097	0.2	0.012179871	2.843285578	0.1	0.998683232	0.992989545			
ENSG00000223813	ENSG00000223813	1557769_at	-0.2	0.399696098	-1.142540811	-0.2	0.049910229	-2.200380283	0.1	0.998683232	0.42928516			
ENSG00000223823	LINC01342	1562788_at	-0.1	0.746152788	-0.473887901	0.2	0.078208726	1.970581369						
ENSG00000223850	MYCNUT	244438_at	0.1	0.804390122	0.366601271	0.4	4.03E-06	5.744333791	0.1	0.998683232	0.910014543			
ENSG00000223865	HLA-DPB1	201137_s_at				-0.1	0.211514439	-1.395171956						
ENSG00000223874	LINC01921	237982_at	0.1	0.841441184	0.299462968	0.3	0.003009453	3.413654407	0.1	0.998683232	0.375591891			
ENSG00000223891	OSER1-DT	1558906_a_at	-1.3	3.99E-04	-5.9332863	-1.4	4.74E-11	-9.667821992						
ENSG00000223904	HMGB1P12	217038_at							0.1	0.998683232	0.993110177			
ENSG00000223910	ZNF32-AS3	1557881_at	0.3	0.188222393	1.745110038	0.2	0.001716429	3.62958586	-0.2	0.998683232	-1.336768002			
ENSG00000223920	ENSG00000223920	240692_at				0.1	0.180759357	1.49489616						
ENSG00000223949	ROR1-AS1	1562823_at	0.3	0.181317409	1.772336988	0.2	0.255215733	1.27090141	-0.1	0.998683232	-0.38421878			
ENSG00000223959	AFG3L1P	1552287_s_at	-0.3	0.134792611	-1.985227785	-0.4	5.94E-04	-4.024876642						
ENSG00000223960	CHROMR	237105_at	0.6	0.027949082	3.017640271	0.5	0.001352713	3.719771677						
ENSG00000223975	ENSG00000223975	244449_at				0.1	0.077672732	1.974246635	-0.1	0.998683232	-0.568927496			
ENSG00000223985	LINC01874	231256_at				0.1	0.22550186	1.353073641	-0.1	0.998683232	-0.840222379			
ENSG00000224017	LINC01449	1570224_at	0.4	0.028517489	3.004514795	0.5	6.88E-05	4.786103396	-0.1	0.998683232	-0.407471331			
ENSG00000224023	EDRF1-DT	1560714_at	0.1	0.748637564	0.469648796	-0.1	0.357715295	-1.031229632	-0.1	0.998683232	-0.972509884			
ENSG00000224032	EPB41L4A-AS1	225698_at	0.2	0.244034915	1.552666838									
ENSG00000224043	CCNT2-AS1	236387_at	0.3	0.32405481	1.324460258				-0.2	0.998683232	-0.878010545			
ENSG00000224046	ENSG00000224046	236282_at	0.1	0.449412577	1.033375715	0.2	0.034539638	2.377556139						
ENSG00000224051	CPTP	220734_s_at	-0.5	0.001156491	-5.126395357	-0.5	1.58E-07	-6.822553974						
ENSG00000224074	LINC00691	1561059_a_at	0.3	0.084427777	2.304931346	0.1	0.034074171	2.383666494	-0.2	0.998683232	-1.557155923			
ENSG00000224078	SNHG14	1559343_at				0.3	6.69E-07	6.341311015	0.1	0.998683232	1.088019688			
ENSG00000224080	UBE2FP1	230082_at	1.9	9.77E-06	9.606085403	2	7.94E-17	15.5794411	0.1	0.998683232	0.57324227			
ENSG00000224081	SLC44A3-AS1	1568905_at	0.1	0.76906456	0.431507154	0.2	0.037613829	2.33670929						
ENSG00000224086	PPM1F-AS1	240115_at	-0.7	0.059552452	-2.532700543	-1.5	9.04E-12	-10.29845903	-0.3	0.998683232	-1.209279568	0.5	0.29015326	2.738223897
ENSG00000224090	ENSG00000224090	1557879_at	0.2	0.435047612	1.063656029	0.3	0.001295736	3.735856082	-0.1	0.998683232	-0.633017671			
ENSG00000224100	ENSG00000224100	240920_at	0.3	0.090553299	2.25610275	0.2	0.003937824	3.308102934	-0.1	0.998683232	-0.879031956			
ENSG00000224116	INHBA-AS1	1557850_at	0.2	0.128695178	2.017045592	0.5	1.00E-05	5.439064947	-0.1	0.998683232	-0.849249993			
ENSG00000224127	ENSG00000224127	1561034_at	-0.1	0.621213271	-0.698353131	-0.1	0.206529954	-1.41075814	-0.1	0.998683232	-0.641881849			
ENSG00000224137	LINC01857	239287_at	-1.6	1.80E-05	-8.863247227	-1.1	1.17E-06	-6.157150308	0.4	0.998683232	1.41173542	-0.1	0.924561728	-0.654686989
ENSG00000224152	ENSG00000224152	228412_at	-0.2	0.566299209	-0.799206189	-0.5	2.23E-05	-5.171572285	-0.2	0.998683232	-1.004026463			
ENSG00000224165	DNAJC27-AS1	239325_at	0.5	0.018345818	3.279545939	0.5	1.92E-06	5.992380739	-0.2	0.998683232	-1.032475136			
ENSG00000224184	MIR3681HG	237880_at	0.6	0.002067883	4.70991953	0.4	1.24E-04	4.581095371	-0.2	0.998683232	-1.719346093			
ENSG00000224186	C5orf66	220375_s_at	-0.9	3.34E-04	-6.076379013	-1.1	1.44E-10	-9.258051587	0.1	0.998683232	0.754916288			
ENSG00000224189	HAGLR	242042_s_at	0.1	0.828323067	0.323720187	0.2	0.128757607	1.69670451	-0.1	0.998683232	-0.830270723			
ENSG00000224190	LINC02667	234053_at	-0.2	0.281194875	-1.440590749	-0.1	0.234133257	-1.328596862						
ENSG00000224204	PHEX-AS1	1558666_at	0.1	0.500230961	0.927294215	0.3	0.023377928	2.557696468						
ENSG00000224209	LINC00466	242284_at	0.1	0.671246532	0.608110189	0.2	0.014749683	2.760897653	0.1	0.998683232	0.408556496			
ENSG00000224220	DTNB-AS1	215565_at	2.5	0.029006221	2.993276912	2.1	3.85E-05	4.986086905	-0.4	0.998683232	-0.510566566	-0.1	0.985005991	-0.150506791
ENSG00000224227	OR2L1P	1567242_at	0.2	0.616585774	0.706643875	0.3	0.031176318	2.425217127	0.1	0.998683232	0.681229701			
ENSG00000224259	LINC01133	239370_at	0.1	0.701231433	0.554740478	0.2	0.015687249	2.734798138	0.1	0.998683232	0.699487398			
ENSG00000224271	ENSG00000224271	1563009_at	-0.2	0.301683709	-1.382056458	0.2	0.058015054	2.124467978	0.1	0.998683232	0.579630262			
ENSG00000224272	ENSG00000224272	1559617_at	0.3	0.210936051	1.662357752	0.7	5.01E-04	4.086401522	0.5	0.998683232	1.463055585			
ENSG00000224281	SLC25A5-AS1	239242_at	-1	4.06E-04	-5.919075144	-0.9	7.84E-07	-6.288308798	0.4	0.998683232	1.537408815			
ENSG00000224286	LINC01142	1557682_a_at				0.2	1.69E-04	4.47417796	0.1	0.998683232	1.068509758			
ENSG00000224308	LINC01527	1560760_s_at				-0.2	0.219291602	-1.371549323	-0.1	0.998683232	-0.845780653			
ENSG00000224318	CHL1-AS2	243432_at	0.2	0.541793425	0.844567037	0.2	0.01200153	2.849375808	-0.1	0.998683232	-0.804882667			
ENSG00000224356	ENSG00000224356	1566656_a_at	0.2	0.349286068	1.26104674	0.3	0.001234131	3.754594576	-0.1	0.998683232	-1.051427621			
ENSG00000224376	ENSG00000224376	1568691_at	-0.3	0.126821741	-2.027790106	-0.1	0.214198256	-1.386771515						
ENSG00000224382	LINC00703	1558660_at				0.1	0.052865914	2.171510426						
ENSG00000224383	PRR29	232972_at	0.3	0.141617501	1.951907151	0.3	0.001633693	3.648811754	-0.1	0.998683232	-0.825496726			
ENSG00000224397	PELATON	237255_at	0.8	0.275366623	1.455973354	0.1	0.720578553	0.410802014	-0.8	0.998683232	-1.805109419	-0.2	0.959323474	-0.465287602
ENSG00000224405	LINC00572	1563296_at	-0.1	0.83322387	-0.314054561	0.4	7.03E-04	3.962775726						
ENSG00000224406	LINC02052	1557871_at	0.1	0.467575407	0.994992524	0.1	0.199400611	1.433206381	-0.1	0.998683232	-0.599188082			
ENSG00000224417	ENSG00000224417	237226_at	-0.1	0.480666282	-0.968408714	0.2	0.00371154	3.331427701	0.3	0.98132365	2.839892782			
ENSG00000224418	STK24-AS1	232839_at	0.3	0.130420411	2.007819635	0.1	0.284528434	1.196212406	-0.1	0.998683232	-0.922793046			
ENSG00000224420	ADM5	232154_at				0.3	1.21E-04	4.59017288	-0.1	0.998683232	-0.567970786			
ENSG00000224470	ATXN1L	227373_at				0.3	0.001816604	3.608038382	0.2	0.998683232	1.74095453			
ENSG00000224481	ENSG00000224481	1557896_at	0.2	0.397675608	1.147408472	0.2	0.024219377	2.541581472						
ENSG00000224504	ENSG00000224504	1561688_at				0.1	0.135060068	1.669052704						
ENSG00000224505	ENSG00000224505	214188_at				-0.2	0.095563993	-1.863545998						
ENSG00000224514	LINC00620	1563043_at	0.1	0.655762021	0.635553153	0.3	0.002729059	3.451791731	-0.1	0.998683232	-0.424390925			
ENSG00000224531	SMIM13	227124_at	-0.1	0.49061487	-0.946928078	-0.2	0.063419159	-2.079468681						
ENSG00000224557	HLA-DPB2	239975_at	0.5	0.547749348	0.834048541	-0.2	0.515190941	-0.73775903				0.6	0.71757217	1.355316721
ENSG00000224582	LINC01015	231571_at	0.3	0.33202979	1.303578524	0.3	0.004085559	3.29345319	-0.2	0.998683232	-0.897478517			
ENSG00000224586	GPX5	208028_s_at	0.3	0.120362764	2.065544345	0.1	0.069720774	2.030202174	-0.2	0.998683232	-2.070523308			
ENSG00000224596	ZMIZ1-AS1	1563745_a_at	-0.3	0.643508599	-0.658434118	-0.5	0.015446031	-2.74153989				0.3	0.751228422	1.294434156
ENSG00000224597	SVIL-AS1	228786_at	0.4	0.070472755	2.421302856	0.5	6.84E-04	3.973338328	-0.2	0.998683232	-1.348861792			
ENSG00000224614	TNK2-AS1	1565784_at	0.2	0.374718617	1.19976629	0.1	0.208306341	1.405134599	-0.1	0.998683232	-0.582618605			
ENSG00000224616	RTCA-AS1	241853_at	-1.4	3.24E-04	-6.100911543	-2	3.61E-14	-12.59244691				0.5	0.401161281	2.253043565
ENSG00000224635	ENSG00000224635	1562661_at	0.2	0.189995048	1.738288894	0.2	0.16186011	1.561930811						
ENSG00000224650	IGHV3-74	239705_at	0.1	0.529635934	0.868499151	0.2	0.005431074	3.179646786						
ENSG00000224660	SH3BP5-AS1	227591_at	-0.5	0.016418542	-3.348962068	-0.7	8.64E-05	-4.707121639	0.2	0.998683232	0.984754491			
ENSG00000224699	LAMTOR5-AS1	237065_s_at	-0.7	0.016210881	-3.356756151	-1.1	1.40E-07	-6.863774971	-0.3	0.998683232	-1.209447232			
ENSG00000224702	LMX1A-AS2	237595_at	-0.1	0.841903058	-0.298640252	0.1	0.148086807	1.615016353	-0.1	0.998683232	-0.611684075			
ENSG00000224711	LINC01706	1561474_at				0.2	0.036335796	2.353573611						
ENSG00000224715	ENSG00000224715	1562264_at	0.2	0.460673194	1.009969362	0.4	0.004669822	3.240482948	-0.1	0.998683232	-0.659661471			
ENSG00000224718	LINC01657	1555085_at				0.1	0.291683716	1.179430014	-0.2	0.998683232	-1.132636962			
ENSG00000224729	PCOLCE-AS1	1560939_at	0.1	0.756447486	0.45569144	0.3	0.0050273	3.210834496						
ENSG00000224738	ENSG00000224738	1569114_at	-0.7	0.041852585	-2.761201544	-0.5	8.11E-05	-4.729832587	-0.1	0.998683232	-0.428576653			
ENSG00000224743	TEX26-AS1	1562631_at	-0.2	0.286946437	-1.423652719				0.2	0.998683232	1.539378946			
ENSG00000224750	ENSG00000224750	1562023_at				0.1	0.198394968	1.436341652						
ENSG00000224788	LINC02670	1562152_at	-0.1	0.404807552	-1.129897181	0.2	0.004390731	3.264997149	0.2	0.998683232	1.234789115			
ENSG00000224792	IQCF4P	236870_at	-0.1	0.7127664	-0.534360212									
ENSG00000224805	LINC00853	237224_at	-0.1	0.767874183	-0.433444075	0.1	0.617134394	0.571441961						
ENSG00000224812	TMEM72-AS1	1563632_at	-0.1	0.782368353	-0.407452802	0.2	0.013572668	2.796567132	0.2	0.998683232	1.25260458			
ENSG00000224822	THRB-IT1	233130_at	0.1	0.749033309	0.468860976	-0.1	0.751332348	-0.365253351	-0.1	0.998683232	-0.199207964	0.2	0.888305525	0.794693892
ENSG00000224832	LINC01689	1562634_at	0.2	0.176755381	1.791471343	0.1	0.08560589	1.922364953	-0.1	0.998683232	-1.172267603			
ENSG00000224843	LINC00240	1568854_at	0.1	0.645070676	0.655223244	0.2	0.02523081	2.522742792	0.2	0.998683232	1.214534487			
ENSG00000224846	NQO2-AS1	244855_at	-0.4	0.095632052	-2.219517911	0.7	0.043298472	2.269861697	1.3	0.998683232	2.158776083			
ENSG00000224854	CDKN2A-DT	220505_at	0.3	0.042249611	2.754748989	0.3	0.001022622	3.825061058	-0.1	0.998683232	-0.67886337			
ENSG00000224863	LINC01398	1568938_at	-0.4	0.016950205	-3.328885398	-0.2	0.031344058	-2.422570403	0.2	0.998683232	2.491544351			
ENSG00000224870	MRPL20-AS1	225920_at	-0.2	0.159485088	-1.867350833	-0.1	0.04335262	-2.26928798	0.1	0.998683232	0.793597281			
ENSG00000224877	NDUFAF8	225967_s_at	-0.6	0.00153119	-4.923954088	-0.4	3.20E-05	-5.049286952	0.1	0.998683232	0.789153823			
ENSG00000224897	POT1-AS1	244705_at				0.1	0.519520433	0.730383857						
ENSG00000224924	LINC00320	1564392_at	0.1	0.451323474	1.02964799									
ENSG00000224939	LINC00184	1559646_a_at	-0.1	0.581966639	-0.770123253	0.4	0.002085755	3.55519592	0.2	0.998683232	1.066959796			
ENSG00000224944	CASC6	1561476_at	0.2	0.234873607	1.58125222	0.2	0.082780963	1.940680839	0.1	0.998683232	0.577738841			
ENSG00000224945	ENSG00000224945	222302_at	-0.2	0.55827622	-0.813741858							-0.1	0.914456609	-0.687024911
ENSG00000224950	ENSG00000224950	240661_at	0.5	0.005154655	4.092780545	0.5	2.04E-05	5.200868615						
ENSG00000224960	PPP4R3C	1562054_at	0.2	0.228802381	1.600792555	0.2	0.001438303	3.696950043						
ENSG00000224973	LARGE-AS1	1562449_s_at	-0.1	0.663620687	-0.621394901	0.1	0.144335782	1.630432562	-0.1	0.998683232	-0.769766678			
ENSG00000224975	INE1	207252_at	0.6	0.003343931	4.379248738	0.4	3.76E-04	4.189688074	-0.1	0.998683232	-0.705169806			
ENSG00000224992	ENSG00000224992	244596_at	0.4	0.091022455	2.25282775	0.1	0.292446534	1.177556993	-0.2	0.998683232	-1.389546189			
ENSG00000224995	LINC01526	1562157_at	-2.2	1.04E-05	-9.521222664	-2.1	2.41E-15	-13.85438142	0.1	0.998683232	0.304507692	-0.1	0.984613838	-0.29083208
ENSG00000225028	ENSG00000225028	1561440_at	-0.1	0.704777	-0.548959226	0.2	0.012462974	2.833232663	0.2	0.998683232	1.187676728			
ENSG00000225050	ENSG00000225050	237345_at	0.3	0.353564003	1.250356053	0.5	5.31E-05	4.876308243						
ENSG00000225057	ENSG00000225057	1561499_at				0.2	0.013285821	2.805860555	0.2	0.998683232	1.895754895			
ENSG00000225062	CATIP-AS1	1560625_s_at	-0.4	0.174851266	-1.799460057	-0.6	9.43E-04	-3.855399026	-0.1	0.998683232	-0.340432373			
ENSG00000225063	TMCC2-AS1	243873_at	0.8	0.003488873	4.350055999	0.8	1.91E-07	6.758119421	0.1	0.998683232	0.335923043			
ENSG00000225066	MDM4P1	217375_at	0.1	0.83276097	0.314862548	0.2	0.005050152	3.208860352						
ENSG00000225077	LINC00337	1553741_at	0.1	0.651751125	0.643697938	0.1	0.054589017	2.155262602	0.1	0.998683232	1.129132968			
ENSG00000225083	GRTP1-AS1	1559654_s_at	-0.1	0.696770578	-0.562307915	0.2	0.039439058	2.313884737	0.1	0.998683232	0.375049578			
ENSG00000225084	ENSG00000225084	231459_at				0.1	0.119398511	1.739955954						
ENSG00000225092	ENSG00000225092	215620_at	-0.3	0.088885863	-2.26897949	-0.4	4.74E-04	-4.106684196	0.1	0.998683232	0.522386031			
ENSG00000225101	OR52K3P	232829_at	-0.2	0.770779963	-0.427761885	0.2	0.558841036	0.665890017				-0.5	0.818128932	-1.105057304
ENSG00000225122	ENSG00000225122	1568897_at	0.1	0.500204746	0.927386672	0.1	0.142278234	1.63860865						
ENSG00000225138	SLC9A3-AS1	226125_at	-0.3	0.361669475	-1.230503319	-0.9	3.66E-05	-5.004015231	-0.1	0.998683232	-0.224799651	0.5	0.465742522	2.084136451
ENSG00000225140	ENSG00000225140	240305_at	0.3	0.061382506	2.512415364	0.2	0.001507943	3.678987484						
ENSG00000225174	OSTM1-AS1	237357_at	0.3	0.217552298	1.638681018	0.4	5.47E-06	5.642102668						
ENSG00000225187	ENSG00000225187	237772_at	-0.3	0.110627359	-2.121387328	-0.1	0.331127268	-1.088914133	-0.1	0.998683232	-0.389391207			
ENSG00000225190	PLEKHM1	212717_at	-1.2	1.64E-05	-8.970094213	-0.8	4.64E-10	-8.831646725	0.3	0.998683232	1.741188539			
ENSG00000225194	LINC00092	1562733_at				0.2	0.115672142	1.757769163						
ENSG00000225206	MIR137HG	1559506_x_at	0.3	0.098981974	2.196766064	0.2	0.007259425	3.061422622						
ENSG00000225213	ENSG00000225213	1560937_at	1.6	9.19E-06	9.685245553	0.9	4.04E-06	5.743719819	-0.4	0.998683232	-1.551375382			
ENSG00000225265	TAF1A-AS1	238491_at	-0.5	0.112320115	-2.111295459	-1.3	1.27E-09	-8.472213493	-0.1	0.998683232	-0.219573944	0.6	0.147288636	3.443305013
ENSG00000225269	LINC00705	1560472_at	0.2	0.29120327	1.411519679	0.4	5.42E-04	4.057820635						
ENSG00000225285	LINC01770	238639_x_at	0.2	0.240374976	1.563675816	0.4	2.47E-05	5.136494542						
ENSG00000225298	LINC00113	231491_at	-0.1	0.639336506	-0.665319822				0.1	0.998683232	0.766599298			
ENSG00000225300	ENSG00000225300	1570106_at	-0.1	0.568558361	-0.795098052	0.1	0.120613092	1.734118245	0.2	0.998683232	1.343197863			
ENSG00000225329	LHFPL3-AS2	239656_at				0.1	0.125568959	1.711167911						
ENSG00000225335	ENSG00000225335	233269_at	0.3	0.097924404	2.203585733				-0.2	0.998683232	-2.007458535			
ENSG00000225336	HMGB3P1	216548_x_at	0.3	0.024781909	3.093363513	0.2	0.186593162	1.475290542	-0.1	0.998683232	-0.312877223			
ENSG00000225342	LRRK2-DT	236065_at	-0.7	0.280798891	-1.441694457	-1.6	6.06E-06	-5.607451856	-0.4	0.998683232	-0.839333607	0.3	0.878888676	0.871199742
ENSG00000225361	PPP1R26-AS1	1559026_at	-1	0.011701908	-3.560693966	-0.7	3.04E-06	-5.838121856	0.2	0.998683232	1.273716756			
ENSG00000225362	CT62	214418_at	0.3	0.090536799	2.256264731	0.2	0.001946591	3.581875562						
ENSG00000225377	NRSN2-AS1	240549_at	0.3	0.326158403	1.319179942	0.1	0.643192735	0.531083689	-0.1	0.998683232	-0.298884555			
ENSG00000225383	SFTA1P	243818_at	-0.1	0.663582372	-0.62156454	0.2	0.004803234	3.229420107	0.1	0.998683232	0.790958621			
ENSG00000225391	NHEG1	1568974_at				0.1	0.029716238	2.447195268						
ENSG00000225399	ENSG00000225399	230587_at	0.1	0.621738474	0.697327032	0.2	0.012068479	2.847057551						
ENSG00000225420	ENSG00000225420	1568804_at				0.3	7.45E-04	3.941684975						
ENSG00000225434	LINC01504	230279_at	-2.1	2.04E-06	-11.72710414	-2.3	3.02E-17	-16.09208057						
ENSG00000225437	PACRG-AS2	1564685_a_at	0.3	0.046661512	2.689514755	0.2	0.006102275	3.132845958	-0.1	0.998683232	-0.83505146			
ENSG00000225439	BOLA3-AS1	228430_at	0.3	0.172247583	1.810098061	0.4	0.0014707	3.688726521						
ENSG00000225442	MPRIP-AS1	1570587_at				0.2	0.005328034	3.187420614	0.1	0.998683232	0.65987876			
ENSG00000225465	RFPL1S	214120_at	-1.7	1.50E-05	-9.079482181	-1.9	1.22E-12	-11.0995202	0.2	0.998683232	0.642306154	0.2	0.831611947	1.029255236
ENSG00000225469	ENSG00000225469	217385_at				0.2	0.001082924	3.803706285						
ENSG00000225470	JPX	1554447_at				-0.6	1.03E-07	-6.965747026	-0.1	0.998683232	-1.015208494			
ENSG00000225473	ATP13A4-AS1	231512_at							0.1	0.998683232	0.602973857			
ENSG00000225484	NUTM2B-AS1	229318_at	-0.1	0.672675038	-0.605884336				0.1	0.998683232	0.328267977	-0.1	0.959323474	-0.418884496
ENSG00000225488	ENSG00000225488	1557491_at	0.1	0.762376908	0.444230584	0.3	0.001576862	3.662431391						
ENSG00000225489	ENSG00000225489	244385_at	-0.2	0.660771552	-0.627122502	-0.1	0.59868918	-0.600806061	0.2	0.998683232	0.902074664	0.1	0.979131883	0.313444533
ENSG00000225493	LINC01107	1562214_at	0.1	0.561154952	0.808368578	0.2	0.054644244	2.154720616						
ENSG00000225498	ENSG00000225498	1564872_at	0.2	0.276290651	1.453492552	0.1	0.10205982	1.82754613						
ENSG00000225511	LINC00475	235776_x_at	0.4	0.03887772	2.807371306	0.4	2.98E-04	4.273199407	-0.1	0.998683232	-0.390748053			
ENSG00000225518	LINC01703	1561036_at	0.2	0.302332973	1.380148398	0.3	4.40E-04	4.134148542						
ENSG00000225530	SP3P	216403_at	0.1	0.754771497	0.459441486	0.2	0.027087491	2.489954688						
ENSG00000225535	LINC01393	1561795_at	-0.1	0.668533256	-0.612751374	-0.4	0.001438303	-3.696930221						
ENSG00000225539	LINC01821	1563027_at	-0.2	0.274087146	-1.460245248	0.2	0.14084818	1.644514352	0.1	0.998683232	0.598377698			
ENSG00000225564	LINC01492	1568919_at	0.2	0.185778177	1.754828351	0.1	0.073447175	2.003166623	-0.1	0.998683232	-0.477273789			
ENSG00000225570	ENSG00000225570	1561575_at				0.3	0.002056649	3.560736599	0.1	0.998683232	1.146881148			
ENSG00000225572	DOCK4-AS1	1562011_at				0.2	0.021272144	2.599877694	0.1	0.998683232	0.891289718			
ENSG00000225605	ENSG00000225605	241290_at				0.1	0.241010851	1.309420681						
ENSG00000225606	ENSG00000225606	239365_at	0.3	0.160392132	1.862135387	0.1	0.214121851	1.387042103	-0.2	0.998683232	-1.542295071			
ENSG00000225611	LINC02158	1563053_at	-0.4	0.106275025	-2.148608376	-0.5	1.13E-05	-5.398845649						
ENSG00000225614	ZNF469	230440_at	-0.4	0.116799947	-2.085722606	-0.9	9.16E-06	-5.468448018	-0.1	0.998683232	-0.286025894	0.4	0.516895715	1.922752935
ENSG00000225626	C9orf135-DT	236071_at				0.2	0.080985325	1.951965437	0.2	0.998683232	0.812438628			
ENSG00000225663	MCRIP1	225329_at							0.1	0.998683232	0.723767353			
ENSG00000225670	CADM3-AS1	217442_at	0.1	0.744238215	0.477188955				-0.2	0.998683232	-1.561386922			
ENSG00000225683	PACRG-AS3	243122_at				0.1	0.265073947	1.245864607	0.1	0.998683232	0.864944109			
ENSG00000225697	SLC26A6	221572_s_at	-0.8	0.002875249	-4.482558025	-0.8	1.83E-08	-7.551775179	0.1	0.998683232	0.493318956			
ENSG00000225698	IGHV3-72	217320_at	0.4	0.394362468	1.1550639	0.3	0.016135964	2.722981529	-0.3	0.998683232	-1.398520876			
ENSG00000225706	PTPRD-AS1	1560425_s_at	0.1	0.345169202	1.271023145	0.1	0.079447916	1.962220698						
ENSG00000225712	ATP5MC2P1	217368_at				-0.1	0.274899473	-1.220423043	-0.1	0.998683232	-0.630769785			
ENSG00000225730	ADGRF5-AS1	1561104_at	-0.1	0.778814051	-0.414519742	0.2	0.007170556	3.066481753	0.1	0.998683232	0.764432453			
ENSG00000225731	PDE9A-AS1	1569802_at	0.1	0.728076684	0.507760634	0.2	0.024131453	2.543313136	0.1	0.998683232	0.362601305			
ENSG00000225733	FGD5-AS1	224644_at	-0.8	3.11E-05	-8.277408067	-0.8	3.55E-17	-16.00782833						
ENSG00000225742	LINC02036	240100_at	0.2	0.555018728	0.820465519	0.3	2.77E-04	4.299200166	-0.1	0.998683232	-0.545373178			
ENSG00000225746	MEG8	240083_at	0.1	0.497129533	0.932882571	0.1	0.12386636	1.71889156	-0.1	0.998683232	-0.85633016			
ENSG00000225751	ENSG00000225751	243190_at							0.1	0.998683232	1.242393508			
